collection,task_ID,description,dtype,expression,name,scientific_field,support
SynEq,syneq_4401,Unbiased expression of complexity 9,float,sqrt(x_0)/(-x_0 + x_1 + sin(x_1) + sin(x_1)/x_1),syneq_496,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4402,Unbiased expression of complexity 10,float,-x_0 - (sqrt(x_0) + x_0)*(x_0 + x_1)/sqrt(x_0),syneq_4960,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4403,Unbiased expression of complexity 4,float,x_0 - x_1 - x_2**(1/4),syneq_4961,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4404,Unbiased expression of complexity 5,float,x_0*x_1 - x_0 - sqrt(x_1),syneq_4962,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4405,Unbiased expression of complexity 7,float,sqrt(x_1)*cos(x_2)/(x_0*x_2**2),syneq_4963,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4406,Unbiased expression of complexity 8,float,x_1*x_2**2*log(x_0)/(-x_0 + x_1*x_2 - x_1),syneq_4964,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4407,Unbiased expression of complexity 4,float,sqrt(x_0) + 2*x_1,syneq_4965,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4408,Unbiased expression of complexity 11,float,(-sqrt(x_0) - sqrt(x_0)/x_1 + x_0 + x_1 + exp(x_1))/x_0,syneq_4966,Others,"[[8.101010101038616e-05, 1001.010101010101], [-998.989898989899, 22.31251434010104]]"
SynEq,syneq_4409,Unbiased expression of complexity 5,float,(x_0/x_1 + log(x_2))*log(x_2),syneq_4967,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4410,Unbiased expression of complexity 11,float,(sqrt(x_0) - 1/x_0 - 1/sqrt(x_0))/cos(1/x_0),syneq_4968,Others,"[[0.6366197725257052, 369.16563130992984]]"
SynEq,syneq_4411,Unbiased expression of complexity 8,float,sqrt(x_1)*(x_0 + log(x_2))*(2*x_0 - x_1),syneq_4969,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4412,Unbiased expression of complexity 11,float,x_0*cos(0.460888962631123*log(x_0) - 0.460888962631123*sin(x_0))/(sin(x_0)*cos(x_0)),syneq_497,Others,"[[144.5132620657146, 144.93674733335578]]"
SynEq,syneq_4413,Unbiased expression of complexity 12,float,(x_1 + 1)*sin(x_0)/(-log(x_0) - sqrt(sin(x_0)) + sin(x_0)/x_0),syneq_4970,Others,"[[1.010103861229041e-10, 3.14159265010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4414,Unbiased expression of complexity 15,float,x_0*x_1**2 + x_1**(3/2) + 2*sqrt(x_1) - 2*x_2 + cos(sqrt(x_1)),syneq_4971,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4415,Unbiased expression of complexity 11,float,(-x_0/x_2 + log(x_1))*(x_0/x_2 + x_1 - x_2)/((x_1 + x_2)*sin(x_2)),syneq_4972,Others,"[[-862.189898989899, 901.011101010101], [1.0101038760571303e-10, 946.1101010101011], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4416,Unbiased expression of complexity 9,float,0.685428217643797 + (sqrt(x_0) - x_1*(7.09879 - x_0))/sqrt(x_0),syneq_4973,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4417,Unbiased expression of complexity 6,float,exp(sqrt(x_0))*cos(1/x_0),syneq_4974,Others,"[[1.010103861229041e-10, 530.1898925101002]]"
SynEq,syneq_4418,Unbiased expression of complexity 11,float,(sqrt(1/x_0) + x_0**(-2))*cos(x_0)**2/x_0**2,syneq_4975,Others,"[[0.0031624201010103875, 1001.010101010101]]"
SynEq,syneq_4419,Unbiased expression of complexity 11,float,0.231907181469689*sqrt(x_0) + 4.31207*x_1/(-1.46141806724116*x_0 + 1.46141806724116*sqrt(x_2)),syneq_4976,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4420,Unbiased expression of complexity 5,float,x_1*(x_0 + log(x_2))*log(x_2),syneq_4977,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4421,Unbiased expression of complexity 13,float,x_0*log(sin(x_0)) + exp(sin(x_0)) - 2*sqrt(sin(x_0)) + cos(x_0),syneq_4978,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_4422,Unbiased expression of complexity 12,float,-x_0/x_1 + sqrt(x_1) + x_1 - x_2 + (sqrt(x_1) - x_2)*exp(x_2),syneq_4979,Others,"[[-998.989898989899, 1001.010101010101], [1.010101038612291e-08, 1001.010101010101], [-998.989898989899, 20.05394752010104]]"
SynEq,syneq_4423,Unbiased expression of complexity 6,float,x_0 - x_1 + log(x_1)/x_2 - 1/x_1,syneq_498,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4424,Unbiased expression of complexity 10,float,x_1**2/log(x_1)**2 + x_1 + x_2 + log(x_1)/(x_0*x_1),syneq_4980,Others,"[[-998.989898989899, 1001.010101010101], [1.0101010379183623e-08, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4425,Unbiased expression of complexity 11,float,x_0 - (-x_0 + exp(exp(x_0)))*exp(x_0/2)*sin(x_0**2)/x_0,syneq_4981,Others,"[[-1100.0, -5.857145879417658e-10]]"
SynEq,syneq_4426,Unbiased expression of complexity 6,float,-sin(log(x_0)) + cos(x_0 + log(x_0)),syneq_4982,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4427,Unbiased expression of complexity 7,float,-x_0*log(1/x_0) + 1/log(1/x_0),syneq_4983,Others,"[[1.0000000009110153, 169.50474034099472]]"
SynEq,syneq_4428,Unbiased expression of complexity 6,float,x_0 + x_1 + log(x_2) - 0.000470718644587813*exp(-x_0),syneq_4984,Others,"[[-30.687100889899032, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4429,Unbiased expression of complexity 11,float,(x_0 + cos(x_0))*log(cos(x_0))/(sqrt(x_0)*cos(x_0)**2),syneq_4985,Others,"[[1.010103861229041e-10, 1.57076050010101]]"
SynEq,syneq_4430,Unbiased expression of complexity 5,float,(x_0/x_1 + x_1/x_2)*log(x_2),syneq_4986,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [2.0010101038612263e-07, 1001.010101010101]]"
SynEq,syneq_4431,Unbiased expression of complexity 10,float,(-x_0**(1/4) + sin(sqrt(x_0)))*(sqrt(x_0) - x_0),syneq_4987,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4432,Unbiased expression of complexity 6,float,x_0/x_2 + sqrt(x_1) + exp(x_1),syneq_4988,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 23.025850850101037], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4433,Unbiased expression of complexity 6,float,0.104217689910685*log(x_0)/(x_0*(-x_0 - 9.5953)),syneq_4989,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4434,Unbiased expression of complexity 14,float,sqrt(x_0) - sin(sqrt(x_0))*cos(x_1) + sqrt(cos(x_0)) + cos(x_0),syneq_499,Others,"[[1.010103861229041e-10, 1.5707963201010111], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4435,Unbiased expression of complexity 5,float,log(x_2)/(x_0*sqrt(x_1)),syneq_4990,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4436,Unbiased expression of complexity 4,float,cos((x_0 + log(x_0))/x_0),syneq_4991,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4437,Unbiased expression of complexity 13,float,(-0.712829505438889*sqrt(x_0) + 0.712829505438889*x_2 - 0.712829505438889*exp(x_1)/sqrt(x_0))/log(x_1),syneq_4992,Others,"[[0.00010101010101038616, 1001.010101010101], [1.010103861229041e-10, 23.84032437010107], [-971.989898989899, 947.010101010101]]"
SynEq,syneq_4438,Unbiased expression of complexity 15,float,(x_0 + 2*log(x_1) - cos(x_1) + 1/x_1)/cos(sqrt(x_1) + x_1 + x_2 + log(x_1)),syneq_4993,Others,"[[-998.989898989899, 1001.010101010101], [1.701010103861226e-07, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4439,Unbiased expression of complexity 5,float,(98.5346081316 - 9.92646*x_1)/log(log(x_0)),syneq_4994,Others,"[[2.718281828573339, 129.93869731265553], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4440,Unbiased expression of complexity 15,float,(x_0*cos(1/(x_0*x_1)) + log(x_1))*(x_0 - 1/x_1 + 1/(x_0**2*x_1**(3/2))),syneq_4995,Others,"[[-998.989898989899, 1001.010101010101], [6.910101010386154e-06, 1001.010101010101]]"
SynEq,syneq_4441,Unbiased expression of complexity 14,float,(x_0 - x_1 + log(log(x_0)) + log(x_0)/(x_0*log(log(x_0))))/(x_0 + log(log(x_0))),syneq_4996,Others,"[[1.0000000001010105, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4442,Unbiased expression of complexity 4,float,x_0 - log(sqrt(x_0)),syneq_4997,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4443,Unbiased expression of complexity 8,float,sqrt(sqrt(x_0)*cos(x_0)) - cos(x_0),syneq_4998,Others,"[[1.010103861229041e-10, 1.5707963201010111]]"
SynEq,syneq_4444,Unbiased expression of complexity 14,float,x_0*(-x_0 + exp(x_0)) + (x_0 - exp(x_0) + 1/(x_0*(-x_0 + exp(x_0))))/sqrt(x_0),syneq_4999,Others,"[[3.1195736836834698, 20.03936251010103]]"
SynEq,syneq_4445,Unbiased expression of complexity 8,float,x_0*sqrt(x_1)*(0.17856218160131 - 0.0318844526982192*x_1)/(x_0 + x_1),syneq_5,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4446,Unbiased expression of complexity 5,float,(x_0 + x_1*(x_0 - x_1))*log(x_1),syneq_50,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4447,Unbiased expression of complexity 12,float,sqrt(x_1)*(-x_0*x_2 + x_2 + cos(x_2)) + sin(x_0*x_2 - x_0 + x_1),syneq_500,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4448,Unbiased expression of complexity 4,float,(5.73264 - 1.21129855640826*x_0)*log(x_0),syneq_5000,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4449,Unbiased expression of complexity 13,float,x_0**2*(-x_0 + exp(x_0) - log(x_0))/((x_0 + log(x_0) - 1.60224)*log(x_0)**2),syneq_5001,Others,"[[1.3226230652789148, 22.25301732010103]]"
SynEq,syneq_4450,Unbiased expression of complexity 11,float,x_0*(x_0*sqrt(x_1) - sqrt(x_1) + x_1)/sqrt(x_1),syneq_5002,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4451,Unbiased expression of complexity 4,float,x_0 - x_1 + cos(log(x_0)),syneq_5003,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4452,Unbiased expression of complexity 5,float,(x_1 + x_2 + log(x_1))**2/x_0,syneq_5004,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4453,Unbiased expression of complexity 9,float,(-x_0 + x_1 + sqrt(x_2)*(x_1 + 1/x_2) - x_2)/x_1,syneq_5005,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4454,Unbiased expression of complexity 11,float,-x_0 + x_1*sqrt(x_2) + x_1*(x_1 + x_2)/(x_0*sqrt(x_2)),syneq_5006,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4455,Unbiased expression of complexity 14,float,log(x_1)/(-2*sqrt(x_0) + sqrt(x_0)/sqrt(x_1) + 2*exp(x_0)),syneq_5007,Others,"[[1.010103861229041e-10, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4456,Unbiased expression of complexity 15,float,exp(1/x_0)*log(x_0)/((1/x_0 - 1/(x_0*log(x_0)))*(x_0 + 1/(x_0*log(x_0)))),syneq_5008,Others,"[[126.65111589376926, 613.1732956403364]]"
SynEq,syneq_4457,Unbiased expression of complexity 14,float,-6.71621*x_0 + x_1*sqrt(-x_0 - 6.71621*x_1 - 6.71621)*(-x_0 + 7.71621*x_1 - 13.43242) + 6.71621,syneq_5009,Others,"[[-1100.0, 34.20066422000001], [-1100.0, -5.789990000000001]]"
SynEq,syneq_4458,Unbiased expression of complexity 9,float,(x_0*log(x_0) + cos(x_0)/x_0)/(x_0**2*log(x_0)),syneq_501,Others,"[[1.0000000001551825, 817.5147818164031]]"
SynEq,syneq_4459,Unbiased expression of complexity 6,float,-0.732955128487034*x_0*x_1*x_2**(3/2),syneq_5010,Others,"[[-791.0100099998989, 792.020201010101], [-801.390908989899, 803.010121010101], [1.010103861229041e-10, 791.020101010101]]"
SynEq,syneq_4460,Unbiased expression of complexity 5,float,x_0 + log(sin(x_0)) + sin(x_0),syneq_5011,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_4461,Unbiased expression of complexity 5,float,log(x_0) + log(x_1) - 5.13681/x_0,syneq_5012,Others,"[[1.010101038612291e-08, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4462,Unbiased expression of complexity 13,float,x_0 + x_1 + 2*sin(x_0) + exp(-x_0) + (x_0 + sin(x_0))/sqrt(x_0),syneq_5013,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4463,Unbiased expression of complexity 10,float,(x_0 - 1/x_0)*(x_0 - cos(sqrt(x_0)) + 1/x_0)/x_0,syneq_5014,Others,"[[0.00046409010101038545, 1001.010101010101]]"
SynEq,syneq_4464,Unbiased expression of complexity 12,float,(-x_1 - cos(x_0) + sqrt(-x_0 - 1.00591)/x_1)*(-x_0*x_1 + x_0 + 1.00591),syneq_5015,Others,"[[-1100.0, -1.005909999999999], [-1100.0, 900.0]]"
SynEq,syneq_4465,Unbiased expression of complexity 7,float,-x_0*exp(x_0)*cos(sqrt(x_0)),syneq_5016,Others,"[[1.010103861229041e-10, 22.75389763010104]]"
SynEq,syneq_4466,Unbiased expression of complexity 5,float,x_0 + (-x_0 + x_0/x_1)*log(x_2),syneq_5017,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4467,Unbiased expression of complexity 6,float,x_0*log(x_0)*log(log(x_0)/x_0),syneq_5018,Others,"[[1.0000000001010105, 1001.010101010101]]"
SynEq,syneq_4468,Unbiased expression of complexity 7,float,-sqrt(x_0) + 2*sin(sqrt(x_0)),syneq_5019,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4469,Unbiased expression of complexity 10,float,(-sqrt(x_0) + 1/x_0)*(2*sqrt(x_0) - x_0 + 1),syneq_502,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4470,Unbiased expression of complexity 8,float,-x_0*log(-x_0)**2/(-x_0 - x_1),syneq_5020,Others,"[[-710.3100409571656, -2.9888269637012854e-10], [-704.9182893440139, -6.365326044033282e-10]]"
SynEq,syneq_4471,Unbiased expression of complexity 8,float,-x_1*(x_2 + cos(sqrt(x_0)))**2/x_2,syneq_5021,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4472,Unbiased expression of complexity 6,float,(-x_0/x_1 - 1)/sin(log(x_0)),syneq_5022,Others,"[[23.14069263288863, 341.91233424169536], [-998.989898989899, -4.972662281943485e-10]]"
SynEq,syneq_4473,Unbiased expression of complexity 5,float,x_0*(-x_0 - 9.66457)*log(x_1),syneq_5023,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4474,Unbiased expression of complexity 6,float,1 + (2*sqrt(x_0) + x_0)/x_0,syneq_5024,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4475,Unbiased expression of complexity 13,float,x_0 + cos(x_0) - cos(x_0 - sqrt(cos(x_0))) - 1/sqrt(cos(x_0)),syneq_5025,Others,"[[-102.10176124, -98.96016858999994]]"
SynEq,syneq_4476,Unbiased expression of complexity 10,float,(-x_2 + cos(x_0 - x_2))*cos(x_0 - x_2)/(x_1*x_2*log(x_2)),syneq_5026,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4477,Unbiased expression of complexity 5,float,(x_0 + 3.00689*x_1/x_2)/log(x_0),syneq_5027,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4478,Unbiased expression of complexity 11,float,(x_0**2*(-log(x_0) + 1/x_0) - 1/x_0**3)*log(x_0)/x_0,syneq_5028,Others,"[[0.004806620101010389, 1001.010101010101]]"
SynEq,syneq_4479,Unbiased expression of complexity 12,float,(-0.112510365017377*x_0 + 0.112510365017377*sqrt(x_2))/sin(x_1) + 1/((8.88807 - x_1)*sin(x_1)),syneq_5029,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4480,Unbiased expression of complexity 14,float,-x_0*(x_0 - 5.93262)*(x_0 + 5.93262 - 5.93262/x_0) - (5.93262*x_0 - 35.1959800644)/(x_0*sqrt(x_1)),syneq_503,Others,"[[-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4481,Unbiased expression of complexity 12,float,(-x_0 - sin(x_2))/log(x_1) - log(x_1) + exp(-x_2)/x_2**2,syneq_5030,Others,"[[-998.989898989899, 992.010101010101], [1.010103861229041e-10, 1001.010101010101], [-29.81593692989903, 1001.010101010101]]"
SynEq,syneq_4482,Unbiased expression of complexity 7,float,sin((x_0/x_1 + 1/x_0)/sqrt(x_0)),syneq_5031,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4483,Unbiased expression of complexity 4,float,(1.0 - 0.236663984474843*x_1)/log(x_0),syneq_5032,Others,"[[1.010103861229041e-10, 1001.010101010101], [-998.989898989899, 1001.010101010101]]"
SynEq,syneq_4484,Unbiased expression of complexity 5,float,x_0/x_1 + x_1*x_2 + log(x_2),syneq_5033,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4485,Unbiased expression of complexity 15,float,x_0*(sqrt(sin(x_0)) - sin(x_0)/cos(sqrt(sin(x_0)))) + sqrt(sin(x_0)),syneq_5034,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_4486,Unbiased expression of complexity 5,float,sqrt(x_0) + 2*sin(x_0),syneq_5035,Others,"[[1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4487,Unbiased expression of complexity 14,float,(x_0 + 1/sqrt(x_2))*(x_0 + 2*x_2)/x_1 + (x_0 + 2*x_2)/(x_1*(x_0 + x_2)),syneq_5036,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4488,Unbiased expression of complexity 7,float,1/((sin(x_0) + 4.9697)*sqrt(sin(x_0))),syneq_5037,Others,"[[-100.53096490999997, -97.38937227000008]]"
SynEq,syneq_4489,Unbiased expression of complexity 12,float,(x_0 + x_2/x_1)/(-x_1 + x_2*(sqrt(x_2) - x_2)/x_1 + x_2/x_1**2),syneq_5038,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4490,Unbiased expression of complexity 9,float,x_0**2*log(x_1) + x_0/(-x_1 + log(x_1)) + log(x_1),syneq_5039,Others,"[[-998.989898989899, 1001.010101010101], [7.180222018403811, 1001.010101010101]]"
SynEq,syneq_4491,Unbiased expression of complexity 11,float,1.22807860406995*x_0 + (-x_0 + 1/x_0)*(x_0 + 1/x_0) + 1.22807860406995*log(x_0) - 0.144935273556074,syneq_504,Others,"[[1.0000101010386124e-05, 1001.010101010101]]"
SynEq,syneq_4492,Unbiased expression of complexity 13,float,(log(x_0) + sin(x_0))*sin(x_0)/log(x_0) + log(1/(log(x_0) + sin(x_0))),syneq_5040,Others,"[[2.718281828919487, 849.832926641499]]"
SynEq,syneq_4493,Unbiased expression of complexity 7,float,x_0 + log(x_0)/cos(x_1) + cos(x_1)/x_0,syneq_5041,Others,"[[7.210587682493497e-10, 703.5282879078977], [599.8906291386811, 601.614993161849]]"
SynEq,syneq_4494,Unbiased expression of complexity 9,float,15534.6765362828*x_0**2*(x_0 + 1/sqrt(x_0))*exp(x_0),syneq_5042,Others,"[[1.010103861229041e-10, 7.344247080101009]]"
SynEq,syneq_4495,Unbiased expression of complexity 6,float,x_0*(log(9.92119/x_1) - cos(exp(x_0))),syneq_5043,Others,"[[-998.989898989899, 709.7827010101009], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4496,Unbiased expression of complexity 4,float,4.8231*log(x_2)/(x_0*x_1),syneq_5044,Others,"[[-998.989898989899, 1001.010101010101], [-998.989898989899, 1001.010101010101], [1.010103861229041e-10, 1001.010101010101]]"
SynEq,syneq_4497,Unbiased expression of complexity 15,float,x_1*sqrt(x_2)*(-sqrt(x_2)*exp(x_1) + x_2*exp(2*x_1)/x_0)*exp(-x_1),syneq_5045,Others,"[[-998.989898989899, 1001.010101010101], [-709.7827109898988, 11.224311210101005], [1.010103861229041e-10, 992.010101010101]]"
SynEq,syneq_4498,Unbiased expression of complexity 15,float,x_0*x_2**(3/2)/x_1 - x_0*x_2**(3/2)*exp(x_1)/x_1**2 - x_1 + log(x_1),syneq_5046,Others,"[[-34.400109189899005, 34.13111211010101], [0.0005810001010103856, 21.110101010101012], [1.010103861229041e-10, 22.210101010101013]]"
